url,abruf_utc,sha256_text_utf8
https://opendata.dwd.de/climate_environment/CDC/observations_germany/climate/daily/more_precip/historical/RR_Tageswerte_Beschreibung_Stationen.txt,2026-09-11T11:58:54+00:00,095b49437a0675ae86c5884c9d8e14ad82c8a8ff4132cd67db6411ae67a8587a
